ID,Pincode,City,District,State
15769,737107,Dikchu,East Sikkim,SIKKIM
15770,737111,Gayzing,West Sikkim,SIKKIM
15771,737113,Pelling,East Sikkim,SIKKIM
15772,737116,Mangan,North Sikkim,SIKKIM
15773,737117,Mangan,North Sikkim,SIKKIM
15774,737118,Mangan,North Sikkim,SIKKIM
15775,737119,Mangan,North Sikkim,SIKKIM
15776,737120,Chungthang,North Sikkim,SIKKIM
15777,737121,Jorethang,South Sikkim,SIKKIM
15778,737126,Namchi,South Sikkim,SIKKIM
15779,737128,Melli,South Sikkim,SIKKIM
15780,737131,Rangli,East Sikkim,SIKKIM
15781,737132,Rangpo,East Sikkim,SIKKIM
15782,737133,Rhenock,East Sikkim,SIKKIM
15783,737134,Singtam,East Sikkim,SIKKIM
15784,737135,Gangtok,East Sikkim,SIKKIM
15785,737136,Rangpo,East Sikkim,SIKKIM
15786,737138,Singtam,East Sikkim,SIKKIM
15787,737139,Ravangla,South Sikkim,SIKKIM
15788,741101,Krishnagar - I,Nadia,WEST BENGAL
15789,741102,Dogachhi,Nadia,WEST BENGAL
15790,741103,Chapra,Nadia,WEST BENGAL
15791,741121,Hanskhali,Nadia,WEST BENGAL
15792,741122,Karimpur I,Nadia,WEST BENGAL
15793,741123,Chapra,Nadia,WEST BENGAL
15794,741124,Chapra,Nadia,WEST BENGAL
15795,741125,Dhubulia,Nadia,WEST BENGAL
15796,741126,Bethuadahari,Nadia,WEST BENGAL
15797,741127,Ranaghat - I,Nadia,WEST BENGAL
15798,741137,Debagram,Nadia,WEST BENGAL
15799,741138,Nakashipara,Nadia,WEST BENGAL
15800,741139,N/A,Nadia,WEST BENGAL
15801,741140,Krishnagar - II,Nadia,WEST BENGAL
15802,741150,Debagram,Nadia,WEST BENGAL
15803,741151,Hanskhali,Nadia,WEST BENGAL
15804,741152,Chapra,Nadia,WEST BENGAL
15805,741153,Kaliganj,Nadia,WEST BENGAL
15806,741154,Dhubulia,Nadia,WEST BENGAL
15807,741155,Tehatta,Nadia,WEST BENGAL
15808,741156,Debagram,Nadia,WEST BENGAL
15809,741157,Kaliganj,Nadia,WEST BENGAL
15810,741158,Karimpur I,Nadia,WEST BENGAL
15811,741159,N/A,Nadia,WEST BENGAL
15812,741160,Tehatta,Nadia,WEST BENGAL
15813,741161,Krishnanagar I,Nadia,WEST BENGAL
15814,741162,Nakashipara,Nadia,WEST BENGAL
15815,741163,Tehatta,Nadia,WEST BENGAL
15816,741164,Chapra,Nadia,WEST BENGAL
15817,741165,Karimpur I,Nadia,WEST BENGAL
15818,741166,Chapra,Nadia,WEST BENGAL
15819,741167,Krishnaganj,Nadia,WEST BENGAL
15820,741181,Kaliganj,Nadia,WEST BENGAL
15821,741201,Ranaghat - I,Nadia,WEST BENGAL
15822,741202,Ranagaht-ii,Nadia,WEST BENGAL
15823,741221,Haringhata,Nadia,WEST BENGAL
15824,741222,Chakdah,Nadia,WEST BENGAL
15825,741223,Chakdah,Nadia,WEST BENGAL
15826,741232,Ranaghat - I,Nadia,WEST BENGAL
15827,741234,Haringhata,Nadia,WEST BENGAL
15828,741235,N/A,Nadia,WEST BENGAL
15829,741238,Ranaghat - II,Nadia,WEST BENGAL
15830,741245,Chakdah,Nadia,WEST BENGAL
15831,741246,Haringhat,Nadia,WEST BENGAL
15832,741247,Ranaghat,Nadia,WEST BENGAL
15833,741248,Chakdah,Nadia,WEST BENGAL
15834,741249,Haringhat,Nadia,WEST BENGAL
15835,741250,Haringhata,Nadia,WEST BENGAL
15836,741251,Chakdah,Nadia,WEST BENGAL
15837,741252,Haringhata,Nadia,WEST BENGAL
15838,741253,Ranaghat-ii,Nadia,WEST BENGAL
15839,741254,Ranaghat-ii,Nadia,WEST BENGAL
15840,741255,Ranaghat - I,Nadia,WEST BENGAL
15841,741256,Ranaghat - II,Nadia,WEST BENGAL
15842,741257,Haringhata,Nadia,WEST BENGAL
15843,741301,Nabadwip,Nadia,WEST BENGAL
15844,741302,Nabadwip,Nadia,WEST BENGAL
15845,741313,Nabadwip,Nadia,WEST BENGAL
15846,741315,Krishnagar-ii,Nadia,WEST BENGAL
15847,741316,Nabadwip,Nadia,WEST BENGAL
15848,741317,Krishnagar - I,Nadia,WEST BENGAL
15849,741319,Burdwan,Nadia,WEST BENGAL
15850,741401,Santipur,Nadia,WEST BENGAL
15851,741402,Ranaghat - I,Nadia,WEST BENGAL
15852,741404,Santipur,Nadia,WEST BENGAL
15853,741501,Ranaghat - I,Nadia,WEST BENGAL
15854,741502,Hanskhali,Nadia,WEST BENGAL
15855,741503,Krishnaganj,Nadia,WEST BENGAL
15856,741504,Hanskhali,Nadia,WEST BENGAL
15857,741505,Hanskhali,Nadia,WEST BENGAL
15858,741506,Krishnaganj,Nadia,WEST BENGAL
15859,741507,Chakdah,Nadia,WEST BENGAL
15860,741508,Krishnaganj,Nadia,WEST BENGAL
15861,741509,Krishnaganj,Nadia,WEST BENGAL
15862,742101,Berhampore,Murshidabad,WEST BENGAL
15863,742102,Berhampore,Murshidabad,WEST BENGAL
15864,742103,Berhampore,Murshidabad,WEST BENGAL
15865,742104,Murshidabad,Murshidabad,WEST BENGAL
15866,742113,Murshidabad,Murshidabad,WEST BENGAL
15867,742121,Berhampore,Murshidabad,WEST BENGAL
15868,742122,Murshidabad,Murshidabad,WEST BENGAL
15869,742123,Murshidabad,Murshidabad,WEST BENGAL
15870,742132,Burwan,Murshidabad,WEST BENGAL
15871,742133,Beldanga - I,Murshidabad,WEST BENGAL
15872,742134,Berhampore,Murshidabad,WEST BENGAL
15873,742135,Bhagawangola - I,Murshidabad,WEST BENGAL
15874,742136,Kandi,Murshidabad,WEST BENGAL
15875,742137,Kandi,Murshidabad,WEST BENGAL
15876,742138,Berhampore,Murshidabad,WEST BENGAL
15877,742140,Berhampore,Murshidabad,WEST BENGAL
15878,742147,Khargram,Murshidabad,WEST BENGAL
15879,742148,Domkal,Murshidabad,WEST BENGAL
15880,742149,Murshidabad,Murshidabad,WEST BENGAL
15881,742151,Lalgola,Murshidabad,WEST BENGAL
15882,742159,Khargram,Murshidabad,WEST BENGAL
15883,742160,Murshidabad Jiaganj,Murshidabad,WEST BENGAL
15884,742161,Burwan,Murshidabad,WEST BENGAL
15885,742163,Beldanga - II,Murshidabad,WEST BENGAL
15886,742164,Murshidabad Jiaganj,Murshidabad,WEST BENGAL
15887,742165,Berhampore,Murshidabad,WEST BENGAL
15888,742166,Hariharpara,Murshidabad,WEST BENGAL
15889,742168,Burwan,Murshidabad,WEST BENGAL
15890,742174,Murshidabad,Murshidabad,WEST BENGAL
15891,742175,Beldanga - I,Murshidabad,WEST BENGAL
15892,742184,Murshidabad,Murshidabad,WEST BENGAL
15893,742187,Berhampore,Murshidabad,WEST BENGAL
15894,742189,Beldanga - II,Murshidabad,WEST BENGAL
15895,742201,Khargram,Murshidabad,WEST BENGAL
15896,742202,Farakka,Murshidabad,WEST BENGAL
15897,742212,Farakka,Murshidabad,WEST BENGAL
15898,742213,Berhampore,Murshidabad,WEST BENGAL
15899,742223,Lalgola,Murshidabad,WEST BENGAL
15900,742224,Jalangi,Murshidabad,WEST BENGAL
15901,742225,Murshidabad,Murshidabad,WEST BENGAL
15902,742226,Murshidabad,Murshidabad,WEST BENGAL
15903,742227,Murshidabad,Murshidabad,WEST BENGAL
15904,742235,Murshidabad,Murshidabad,WEST BENGAL
15905,742236,Farakka,Murshidabad,WEST BENGAL
15906,742237,Murshidabad,Murshidabad,WEST BENGAL
15907,742238,Palsanda,Murshidabad,WEST BENGAL
15908,742301,Bharatpur - I,Murshidabad,WEST BENGAL
15909,742302,Berhampore,Murshidabad,WEST BENGAL
15910,742303,Domkal,Murshidabad,WEST BENGAL
15911,742304,Domkal,Murshidabad,WEST BENGAL
15912,742305,Jalangi,Murshidabad,WEST BENGAL
15913,742306,Bhagawangola - II,Murshidabad,WEST BENGAL
15914,742308,Murshidabad,Murshidabad,WEST BENGAL
15915,742401,Murshidabad,Murshidabad,WEST BENGAL
15916,742402,Bharatpur - II,Murshidabad,WEST BENGAL
15917,742404,Murshidabad,Murshidabad,WEST BENGAL
15918,742405,Beldanga - I,Murshidabad,WEST BENGAL
15919,742406,Bhagawangola - I,Murshidabad,WEST BENGAL
15920,742407,Berhampore,Murshidabad,WEST BENGAL
15921,742408,Behrampore,Murshidabad,WEST BENGAL
15922,743122,Palta,North 24 Parganas,WEST BENGAL
15923,743123,Bhatpara,North 24 Parganas,WEST BENGAL
15924,743124,Jagatdal,North 24 Parganas,WEST BENGAL
15925,743125,Jagatdal,North 24 Parganas,WEST BENGAL
15926,743126,Barrackpur - I,North 24 Parganas,WEST BENGAL
15927,743127,Barrackpur - I,North 24 Parganas,WEST BENGAL
15928,743128,Athpur,North 24 Parganas,WEST BENGAL
15929,743129,Fingapara,North 24 Parganas,WEST BENGAL
15930,743130,N/A,North 24 Parganas,WEST BENGAL
15931,743133,Garulia,North 24 Parganas,WEST BENGAL
15932,743134,Halishahar,North 24 Parganas,WEST BENGAL
15933,743135,Barrackpur - I,North 24 Parganas,WEST BENGAL
15934,743136,N/A,North 24 Parganas,WEST BENGAL
15935,743144,Ichapur,North 24 Parganas,WEST BENGAL
15936,743145,Barrackpur - I,North 24 Parganas,WEST BENGAL
15937,743165,Barrackpur - I,North 24 Parganas,WEST BENGAL
15938,743166,Gorifa,North 24 Parganas,WEST BENGAL
15939,743193,Kanchrapara,North 24 Parganas,WEST BENGAL
15940,743194,Jagatdal,North 24 Parganas,WEST BENGAL
15941,743221,Adhata,North 24 Parganas,WEST BENGAL
15942,743222,Habra - II,North 24 Parganas,WEST BENGAL
15943,743223,Habra - II,North 24 Parganas,WEST BENGAL
15944,743232,Bagdah,North 24 Parganas,WEST BENGAL
15945,743233,Habra - I,North 24 Parganas,WEST BENGAL
15946,743234,Bira,North 24 Parganas,WEST BENGAL
15947,743235,Angrail,North 24 Parganas,WEST BENGAL
15948,743245,Baikara,North 24 Parganas,WEST BENGAL
15949,743247,Barghorai,North 24 Parganas,WEST BENGAL
15950,743248,Adhikashimpur,North 24 Parganas,WEST BENGAL
15951,743249,Amandikandi,North 24 Parganas,WEST BENGAL
15952,743251,Ambikapur,North 24 Parganas,WEST BENGAL
15953,743252,Gobardanga,North 24 Parganas,WEST BENGAL
15954,743262,Bairampur,North 24 Parganas,WEST BENGAL
15955,743263,Bergoom,North 24 Parganas,WEST BENGAL
15956,743268,Habra - I,North 24 Parganas,WEST BENGAL
15957,743270,Baneswarpur,North 24 Parganas,WEST BENGAL
15958,743271,Habra - I,North 24 Parganas,WEST BENGAL
15959,743272,Habra - II,North 24 Parganas,WEST BENGAL
15960,743273,Amudia,North 24 Parganas,WEST BENGAL
15961,743286,Banglani,North 24 Parganas,WEST BENGAL
15962,743287,Chikanpara,North 24 Parganas,WEST BENGAL
15963,743289,Ghoshpur,North 24 Parganas,WEST BENGAL
15964,743290,Bhanderkhola,North 24 Parganas,WEST BENGAL
15965,743291,Basirhat,North 24 Parganas,WEST BENGAL
15966,743292,Basirhat - I,North 24 Parganas,WEST BENGAL
15967,743293,Eojnagar,North 24 Parganas,WEST BENGAL
15968,743294,Bohara,North 24 Parganas,WEST BENGAL
15969,743297,Bagda,North 24 Parganas,WEST BENGAL
15970,743312,Basanti,South 24 Parganas,WEST BENGAL
15971,743318,Budge Budge - I,South 24 Parganas,WEST BENGAL
15972,743329,Basanti,South 24 Parganas,WEST BENGAL
15973,743330,Champahati,South 24 Parganas,WEST BENGAL
15974,743331,Diamond Harbour - I,South 24 Parganas,WEST BENGAL
15975,743332,Kulpi,South 24 Parganas,WEST BENGAL
15976,743336,Kulpi,South 24 Parganas,WEST BENGAL
15977,743337,Canning - I,South 24 Parganas,WEST BENGAL
15978,743338,Budge Budge - I,South 24 Parganas,WEST BENGAL
15979,743339,Namkhana,South 24 Parganas,WEST BENGAL
15980,743345,Mandirbazar,South 24 Parganas,WEST BENGAL
15981,743347,Kakdwip,South 24 Parganas,WEST BENGAL
15982,743348,Kulpi,South 24 Parganas,WEST BENGAL
15983,743349,Kultali,South 24 Parganas,WEST BENGAL
15984,743351,Kulpi,South 24 Parganas,WEST BENGAL
15985,743354,Mathurapur - I,South 24 Parganas,WEST BENGAL
15986,743355,Baruipur,South 24 Parganas,WEST BENGAL
15987,743356,Sagar,South 24 Parganas,WEST BENGAL
15988,743357,Namkhana,South 24 Parganas,WEST BENGAL
15989,743363,Canning,South 24 Parganas,WEST BENGAL
15990,743368,Diamond Harbour - I,South 24 Parganas,WEST BENGAL
15991,743370,Gosaba,South 24 Parganas,WEST BENGAL
15992,743371,Mathurapur - I,South 24 Parganas,WEST BENGAL
15993,743372,Jaynagar - I,South 24 Parganas,WEST BENGAL
15994,743373,Sagar,South 24 Parganas,WEST BENGAL
15995,743374,Budge Budge - I,South 24 Parganas,WEST BENGAL
15996,743375,Magrahat - II,South 24 Parganas,WEST BENGAL
15997,743376,Canning - I,South 24 Parganas,WEST BENGAL
15998,743377,Bakrahat,South 24 Parganas,WEST BENGAL
15999,743378,Gosaba,South 24 Parganas,WEST BENGAL
16000,743383,Kultali,South 24 Parganas,WEST BENGAL
16001,743384,Budge Budge - II,South 24 Parganas,WEST BENGAL
16002,743385,Jaynagar - I,South 24 Parganas,WEST BENGAL
16003,743387,Baruipur,South 24 Parganas,WEST BENGAL
16004,743389,Budge Budge - I,South 24 Parganas,WEST BENGAL
16005,743390,Sagar,South 24 Parganas,WEST BENGAL
16006,743391,N/A,South 24 Parganas,WEST BENGAL
16007,743392,Sagar,South 24 Parganas,WEST BENGAL
16008,743395,Magrahat - II,South 24 Parganas,WEST BENGAL
16009,743396,N/A,South 24 Parganas,WEST BENGAL
16010,743398,Bishnupur - II,South 24 Parganas,WEST BENGAL
16011,743399,Kakdwip,South 24 Parganas,WEST BENGAL
16012,743401,Baduria,North 24 Parganas,WEST BENGAL
16013,743405,Chaigharia,North 24 Parganas,WEST BENGAL
16014,743411,Basirhat - I,North 24 Parganas,WEST BENGAL
16015,743412,Basirhat - I,North 24 Parganas,WEST BENGAL
16016,743422,Basirhat - I,North 24 Parganas,WEST BENGAL
16017,743423,Baidyapur,North 24 Parganas,WEST BENGAL
16018,743424,Chakla,North 24 Parganas,WEST BENGAL
16019,743425,Adampur,North 24 Parganas,WEST BENGAL
16020,743426,Barunhat,North 24 Parganas,WEST BENGAL
16021,743427,Aturia,North 24 Parganas,WEST BENGAL
16022,743428,Basirhat - II,North 24 Parganas,WEST BENGAL
16023,743429,Bagundi,North 24 Parganas,WEST BENGAL
16024,743435,Akimamudpur,North 24 Parganas,WEST BENGAL
16025,743437,Basirhat - II,North 24 Parganas,WEST BENGAL
16026,743438,Atghara,North 24 Parganas,WEST BENGAL
16027,743439,Bhanderkhali,North 24 Parganas,WEST BENGAL
16028,743442,Akratola,North 24 Parganas,WEST BENGAL
16029,743445,Amta,North 24 Parganas,WEST BENGAL
16030,743446,Atapur,North 24 Parganas,WEST BENGAL
16031,743456,Amodpur,North 24 Parganas,WEST BENGAL
16032,743502,Bhangar - I,South 24 Parganas,WEST BENGAL
16033,743503,Bishnupur,South 24 Parganas,WEST BENGAL
16034,743504,Diamond Harbour - II,South 24 Parganas,WEST BENGAL
16035,743507,N/A,South 24 Parganas,WEST BENGAL
16036,743513,Falta,South 24 Parganas,WEST BENGAL
16037,743601,Magrahat - II,South 24 Parganas,WEST BENGAL
16038,743603,N/A,South 24 Parganas,WEST BENGAL
16039,743606,N/A,South 24 Parganas,WEST BENGAL
16040,743609,Magrahat - II,South 24 Parganas,WEST BENGAL
16041,743610,Baruipur,South 24 Parganas,WEST BENGAL
16042,743611,Baruipur,South 24 Parganas,WEST BENGAL
16043,743613,Baruipur,South 24 Parganas,WEST BENGAL
16044,743701,Belta,North 24 Parganas,WEST BENGAL
16045,743702,Rajibpur,North 24 Parganas,WEST BENGAL
16046,743704,Guma,North 24 Parganas,WEST BENGAL
16047,743710,Akaipur,North 24 Parganas,WEST BENGAL
16048,743711,Beraberi,North 24 Parganas,WEST BENGAL
16049,744101,Port Blair,South Andaman,ANDAMAN & NICOBAR ISLANDS
16050,744102,Ferrargunj,South Andaman,ANDAMAN & NICOBAR ISLANDS
16051,744103,Ferrargunj,South Andaman,ANDAMAN & NICOBAR ISLANDS
16052,744104,Port  Blair,South Andaman,ANDAMAN & NICOBAR ISLANDS
16053,744105,Ferrargunj,South Andaman,ANDAMAN & NICOBAR ISLANDS
16054,744106,Port Blair,South Andaman,ANDAMAN & NICOBAR ISLANDS
16055,744107,Ferrargunj,South Andaman,ANDAMAN & NICOBAR ISLANDS
16056,744112,Portblair,South Andaman,ANDAMAN & NICOBAR ISLANDS
16057,744201,Mayabander,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS
16058,744202,Diglipur,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS
16059,744203,Rangat,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS
16060,744204,Mayabander,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS
16061,744205,Rangat,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS
16062,744206,Ferrargunj,South Andaman,ANDAMAN & NICOBAR ISLANDS
16063,744207,Hut Bay,South Andaman,ANDAMAN & NICOBAR ISLANDS
16064,744209,Rangat,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS
16065,744210,Port Blair,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS
16066,744211,Port Blair,South Andaman,ANDAMAN & NICOBAR ISLANDS
16067,744301,Carnicobar,Nicobar,ANDAMAN & NICOBAR ISLANDS
16068,744302,Nancorie,Nicobar,ANDAMAN & NICOBAR ISLANDS
16069,744303,Carnicobar,Nicobar,ANDAMAN & NICOBAR ISLANDS
16070,744304,Nancowrie,Nicobar,ANDAMAN & NICOBAR ISLANDS
16071,751001,Bhubaneswar,Khorda,ODISHA
16072,751002,Bhubaneswar,Khorda,ODISHA
16073,751003,Bhubaneswar,Khorda,ODISHA
16074,751004,Bhubaneswar,Khorda,ODISHA
16075,751005,Bhubaneswar,Khorda,ODISHA
16076,751006,Bhubaneswar,Khorda,ODISHA
16077,751007,Bhubaneswar,Khorda,ODISHA
16078,751008,Bhubaneswar,Khorda,ODISHA
16079,751009,Bhubaneswar,Khorda,ODISHA
16080,751010,Bhubaneswar,Khorda,ODISHA
16081,751011,Bhubaneswar,Khorda,ODISHA
16082,751012,Bhubaneswar,Khorda,ODISHA
16083,751013,Bhubaneswar,Khorda,ODISHA
16084,751014,Bhubaneswar,Khorda,ODISHA
16085,751015,Bhubaneswar,Khorda,ODISHA
16086,751016,Bhubaneswar,Khorda,ODISHA
16087,751017,Bhubaneswar,Khorda,ODISHA
16088,751018,Bhubaneswar,Khorda,ODISHA
16089,751019,Balianta,Khorda,ODISHA
16090,751020,Bhubaneswar,Khorda,ODISHA
16091,751021,Bhubaneswar,Khorda,ODISHA
16092,751022,Bhubaneswar,Khorda,ODISHA
16093,751023,Bhubaneswar,Khorda,ODISHA
16094,751024,Bhubaneswar,Khorda,ODISHA
16095,751025,Bhubaneswar,Khorda,ODISHA
16096,751030,Bhubaneswar,Khorda,ODISHA
16097,752001,Puri,Puri,ODISHA
16098,752002,Puri,Puri,ODISHA
16099,752003,Puri,Puri,ODISHA
16100,752011,Brahmagiri,Puri,ODISHA
16101,752012,Puri,Puri,ODISHA
16102,752013,Puri,Puri,ODISHA
16103,752014,Puri,Puri,ODISHA
16104,752015,Puri,Puri,ODISHA
16105,752016,Puri,Puri,ODISHA
16106,752017,Puri,Puri,ODISHA
16107,752018,Khurda,Khorda,ODISHA
16108,752019,Banpur,Khorda,ODISHA
16109,752020,Khurda,Khorda,ODISHA
16110,752021,Tangi,Khorda,ODISHA
16111,752022,Tangi,Khorda,ODISHA
16112,752023,Tangi,Khorda,ODISHA
16113,752024,Ranpur,Nayagarh,ODISHA
16114,752025,Ranpur,Nayagarh,ODISHA
16115,752026,Ranpur,Nayagarh,ODISHA
16116,752027,Banpur,Khorda,ODISHA
16117,752030,Banpur,Khorda,ODISHA
16118,752031,Banpur,Khorda,ODISHA
16119,752034,Banpur,Khorda,ODISHA
16120,752035,Banpur,Khorda,ODISHA
16121,752037,Banpur,Khorda,ODISHA
16122,752038,Begunia,Khorda,ODISHA
16123,752045,Sakhigopal,Puri,ODISHA
16124,752046,Puri,Puri,ODISHA
16125,752050,Bhubaneswar,Khorda,ODISHA
16126,752054,Bhubaneswar,Khorda,ODISHA
16127,752055,Khurda,Khorda,ODISHA
16128,752056,Khurda,Khorda,ODISHA
16129,752057,Khurda,Khorda,ODISHA
16130,752060,Kanas,Khorda,ODISHA
16131,752061,Khurda,Khorda,ODISHA
16132,752062,Begunia,Khorda,ODISHA
16133,752063,Bhapur,Nayagarh,ODISHA
16134,752064,Bolagarh,Khorda,ODISHA
16135,752065,Ranpur,Nayagarh,ODISHA
16136,752066,Bolagarh,Khorda,ODISHA
16137,752068,Nayagarh,Nayagarh,ODISHA
16138,752069,Nayagarh,Nayagarh,ODISHA
16139,752070,Nayagarh,Nayagarh,ODISHA
16140,752077,Khandapara,Nayagarh,ODISHA
16141,752078,Khandaparagarh,Nayagarh,ODISHA
16142,752079,Nayagarh,Nayagarh,ODISHA
16143,752080,Nayagarh,Nayagarh,ODISHA
16144,752081,Nayagarh,Nayagarh,ODISHA
16145,752082,Nayagarh,Nayagarh,ODISHA
16146,752083,Nayagarh,Nayagarh,ODISHA
16147,752084,Daspalla,Nayagarh,ODISHA
16148,752085,Daspalla,Nayagarh,ODISHA
16149,752089,Nayagarh,Nayagarh,ODISHA
16150,752090,Khandapara,Nayagarh,ODISHA
16151,752091,Nayagarh,Nayagarh,ODISHA
16152,752092,Ranapur,Nayagarh,ODISHA
16153,752093,Khandapara,Nayagarh,ODISHA
16154,752094,Khandapara,Nayagarh,ODISHA
16155,752100,Bhubaneswar,Khorda,ODISHA
16156,752101,Balianta,Khorda,ODISHA
16157,752102,Bhubaneswar,Khorda,ODISHA
16158,752103,Bhubaneswar,Khorda,ODISHA
16159,752104,Pipili,Puri,ODISHA
16160,752105,Nimapada,Puri,ODISHA
16161,752106,Nimapada,Puri,ODISHA
16162,752107,Gop,Puri,ODISHA
16163,752108,Kakatpur,Puri,ODISHA
16164,752109,Kakatpur,Puri,ODISHA
16165,752110,Gop,Puri,ODISHA
16166,752111,Kakatpur,Puri,ODISHA
16167,752113,Nimapara,Puri,ODISHA
16168,752114,Niampara,Puri,ODISHA
16169,752115,Balianta,Khorda,ODISHA
16170,752116,Kakatpur,Puri,ODISHA
16171,752118,Kakatpur,Puri,ODISHA
16172,752119,Kakatpur,Puri,ODISHA
16173,752120,Niali,Cuttack,ODISHA
16174,752121,Gop,Puri,ODISHA
16175,753001,Cuttack Sadar,Cuttack,ODISHA
16176,753002,Cuttack Sadar,Cuttack,ODISHA
16177,753003,Cuttack Sadar,Cuttack,ODISHA
16178,753004,Cuttack Sadar,Cuttack,ODISHA
16179,753006,Cuttack Sadar,Cuttack,ODISHA
16180,753007,Cuttack Sadar,Cuttack,ODISHA
16181,753008,Cuttack Sadar,Cuttack,ODISHA
16182,753009,Cuttack Sadar,Cuttack,ODISHA
16183,753010,Cuttack Sadar,Cuttack,ODISHA
16184,753011,Cuttack Sadar,Cuttack,ODISHA
16185,753012,Cuttack Sadar,Cuttack,ODISHA
16186,753013,Cuttack Sadar,Cuttack,ODISHA
16187,753014,Cuttack Sadar,Cuttack,ODISHA
16188,753015,Cuttack Sadar,Cuttack,ODISHA
16189,754001,Cuttack Sadar,Cuttack,ODISHA
16190,754002,Niali,Cuttack,ODISHA
16191,754003,Cuttack Sadar,Cuttack,ODISHA
16192,754004,Balipatna,Khorda,ODISHA
16193,754005,Barang,Cuttack,ODISHA
16194,754006,Barang,Cuttack,ODISHA
16195,754007,Banki,Cuttack,ODISHA
16196,754008,Banki,Cuttack,ODISHA
16197,754009,Banki,Cuttack,ODISHA
16198,754010,Cuttack Sadar,Cuttack,ODISHA
16199,754011,Niali,Cuttack,ODISHA
16200,754012,Chandaka,Khorda,ODISHA
16201,754018,Gobindpur,Cuttack,ODISHA
16202,754021,Choudwar,Cuttack,ODISHA
16203,754022,Tangi,Cuttack,ODISHA
16204,754023,Badachana,Jajapur,ODISHA
16205,754024,Badachana,Jajapur,ODISHA
16206,754025,Choudwar,Cuttack,ODISHA
16207,754026,Choudwar,Cuttack,ODISHA
16208,754027,Athagarh,Cuttack,ODISHA
16209,754028,Choudwar,Cuttack,ODISHA
16210,754029,Athagad,Cuttack,ODISHA
16211,754030,Tigiria,Cuttack,ODISHA
16212,754031,Badamba,Cuttack,ODISHA
16213,754032,Narasinghpur,Cuttack,ODISHA
16214,754035,Badamba,Cuttack,ODISHA
16215,754037,Narasinghpur,Cuttack,ODISHA
16216,754071,Choudwar,Cuttack,ODISHA
16217,754082,Badachana,Jajapur,ODISHA
16218,754100,Cuttack  Sadar,Cuttack,ODISHA
16219,754102,Biridi,Jagatsinghapur,ODISHA
16220,754103,Jagatsinghapur,Jagatsinghapur,ODISHA
16221,754104,Jagatsinghapur,Jagatsinghapur,ODISHA
16222,754105,Niali,Cuttack,ODISHA
16223,754106,Balikuda,Jagatsinghapur,ODISHA
16224,754107,Balikuda,Jagatsinghapur,ODISHA
16225,754108,Balikuda,Jagatsinghapur,ODISHA
16226,754109,Naugaon,Jagatsinghapur,ODISHA
16227,754110,Balikuda,Jagatsinghapur,ODISHA
16228,754111,Jagatsinghapur,Jagatsinghapur,ODISHA
16229,754112,Cuttack Sadar,Cuttack,ODISHA
16230,754113,Balikuda,Jagatsinghapur,ODISHA
16231,754114,Jagatsinghapur,Jagatsinghapur,ODISHA
16232,754119,Balikuda,Jagatsinghapur,ODISHA
16233,754120,Paradip,Jagatsinghapur,ODISHA
16234,754130,Jagatsinghpur,Jagatsinghapur,ODISHA
16235,754131,Kishannagar,Cuttack,ODISHA
16236,754132,Jagatsinghapur,Jagatsinghapur,ODISHA
16237,754133,Jagatsinghapur,Jagatsinghapur,ODISHA
16238,754134,Jagatsinghapur,Jagatsinghapur,ODISHA
16239,754135,Tirtol,Jagatsinghapur,ODISHA
16240,754136,Tirtol,Jagatsinghapur,ODISHA
16241,754137,Jagatsinghpur,Jagatsinghapur,ODISHA
16242,754138,Kujang,Jagatsinghapur,ODISHA
16243,754139,Ersama,Jagatsinghapur,ODISHA
16244,754140,Kujang,Jagatsinghapur,ODISHA
16245,754141,Kujang,Jagatsinghapur,ODISHA
16246,754142,Kujang,Jagatsinghapur,ODISHA
16247,754143,Paradip,Jagatsinghapur,ODISHA
16248,754145,Paradip,Jagatsinghapur,ODISHA
16249,754153,Marsaghai,Kendrapara,ODISHA
16250,754159,Jagatsinghapur,Jagatsinghapur,ODISHA
16251,754160,Tirtol,Jagatsinghapur,ODISHA
16252,754162,Jagatsinghapur,Jagatsinghapur,ODISHA
16253,754200,Jagatpur,Cuttack,ODISHA
16254,754201,Salepur,Cuttack,ODISHA
16255,754202,Salipur,Cuttack,ODISHA
16256,754203,Kendrapara,Kendrapara,ODISHA
16257,754204,Salipur,Cuttack,ODISHA
16258,754205,Darpanigarh,Jajapur,ODISHA
16259,754206,Salipur,Cuttack,ODISHA
16260,754207,Salipur,Cuttack,ODISHA
16261,754208,Salipur,Cuttack,ODISHA
16262,754209,Salipur,Cuttack,ODISHA
16263,754210,Kendrapara,Kendrapara,ODISHA
