ID,Pincode,City,District,State
9292,521327,Gudivada,Krishna,ANDHRA PRADESH
9293,521328,Avanigadda,Krishna,ANDHRA PRADESH
9294,521329,Bantumilli,Krishna,ANDHRA PRADESH
9295,521330,Gudivada,Krishna,ANDHRA PRADESH
9296,521331,Gudlavalleru,Krishna,ANDHRA PRADESH
9297,521332,Gudlavalleru,Krishna,ANDHRA PRADESH
9298,521333,Kaikalur,Krishna,ANDHRA PRADESH
9299,521340,Kaikalur,Krishna,ANDHRA PRADESH
9300,521343,Kaikalur,Krishna,ANDHRA PRADESH
9301,521344,Kalidindi,Krishna,ANDHRA PRADESH
9302,521345,Bantumilli,Krishna,ANDHRA PRADESH
9303,521356,Gudlavalleru,Krishna,ANDHRA PRADESH
9304,521366,Pedana,Krishna,ANDHRA PRADESH
9305,521369,Bantumalli,Krishna,ANDHRA PRADESH
9306,521390,Pamarru,Krishna,ANDHRA PRADESH
9307,521401,Krishna,Krishna,ANDHRA PRADESH
9308,521402,Krishna,Krishna,ANDHRA PRADESH
9309,521403,Gampalagudem,Krishna,ANDHRA PRADESH
9310,521456,Ibrahimpatnam,Krishna,ANDHRA PRADESH
9311,521457,Jaggaiahpet,Krishna,ANDHRA PRADESH
9312,522001,Guntur,Guntur,ANDHRA PRADESH
9313,522002,Guntur,Guntur,ANDHRA PRADESH
9314,522003,Guntur,Guntur,ANDHRA PRADESH
9315,522004,Guntur,Guntur,ANDHRA PRADESH
9316,522005,Guntur,Guntur,ANDHRA PRADESH
9317,522006,Guntur,Guntur,ANDHRA PRADESH
9318,522007,Guntur,Guntur,ANDHRA PRADESH
9319,522009,Guntur,Guntur,ANDHRA PRADESH
9320,522015,Guntur,Guntur,ANDHRA PRADESH
9321,522016,Guntur,Guntur,ANDHRA PRADESH
9322,522017,Guntur,Guntur,ANDHRA PRADESH
9323,522018,Guntur,Guntur,ANDHRA PRADESH
9324,522019,Guntur,Guntur,ANDHRA PRADESH
9325,522020,Amaravathi,Guntur,ANDHRA PRADESH
9326,522034,Guntur,Guntur,ANDHRA PRADESH
9327,522101,Bapatla,Guntur,ANDHRA PRADESH
9328,522102,Bapatla,Guntur,ANDHRA PRADESH
9329,522111,Karlapalem,Guntur,ANDHRA PRADESH
9330,522112,Guntur,Guntur,ANDHRA PRADESH
9331,522113,Cheruuvu,Guntur,ANDHRA PRADESH
9332,522124,Ponnur,Guntur,ANDHRA PRADESH
9333,522201,Tenali,Guntur,ANDHRA PRADESH
9334,522202,Tenali,Guntur,ANDHRA PRADESH
9335,522211,Angalakudur,Guntur,ANDHRA PRADESH
9336,522212,Bapatla,Guntur,ANDHRA PRADESH
9337,522213,Chebrole,Guntur,ANDHRA PRADESH
9338,522233,Edlapadu,Guntur,ANDHRA PRADESH
9339,522234,Nadendla,Guntur,ANDHRA PRADESH
9340,522235,Guntur,Guntur,ANDHRA PRADESH
9341,522236,Guntur,Guntur,ANDHRA PRADESH
9342,522237,Guntur,Guntur,ANDHRA PRADESH
9343,522256,Bhattiprolu,Guntur,ANDHRA PRADESH
9344,522257,Bhattiprole,Guntur,ANDHRA PRADESH
9345,522258,Dhulipudi,Guntur,ANDHRA PRADESH
9346,522259,Cherukupalli,Guntur,ANDHRA PRADESH
9347,522261,Vemuru,Guntur,ANDHRA PRADESH
9348,522262,Kuchinapudi,Guntur,ANDHRA PRADESH
9349,522264,Chodayapalem,Guntur,ANDHRA PRADESH
9350,522265,Repalle,Guntur,ANDHRA PRADESH
9351,522268,Nagaram,Guntur,ANDHRA PRADESH
9352,522301,Anantavaram,Guntur,ANDHRA PRADESH
9353,522302,Guntur,Guntur,ANDHRA PRADESH
9354,522303,Guntur,Guntur,ANDHRA PRADESH
9355,522304,Kollipara,Guntur,ANDHRA PRADESH
9356,522305,Pedapalem,Guntur,ANDHRA PRADESH
9357,522306,Nandivelugu,Guntur,ANDHRA PRADESH
9358,522307,Kolakaluru,Guntur,ANDHRA PRADESH
9359,522308,Duggirala,Guntur,ANDHRA PRADESH
9360,522309,Cherukupalle,Guntur,ANDHRA PRADESH
9361,522310,Appikatla,Guntur,ANDHRA PRADESH
9362,522311,Bapatla,Guntur,ANDHRA PRADESH
9363,522312,Turumella,Guntur,ANDHRA PRADESH
9364,522313,Amartaluru,Guntur,ANDHRA PRADESH
9365,522314,Nizampatnam,Guntur,ANDHRA PRADESH
9366,522315,Machavaram,Guntur,ANDHRA PRADESH
9367,522316,Patsalatadiparru,Guntur,ANDHRA PRADESH
9368,522317,Stuvartpuram,Guntur,ANDHRA PRADESH
9369,522318,Tsunduru,Guntur,ANDHRA PRADESH
9370,522324,Kolluru,Guntur,ANDHRA PRADESH
9371,522325,Amartaluru,Guntur,ANDHRA PRADESH
9372,522329,Bapatla,Guntur,ANDHRA PRADESH
9373,522330,Duggirala,Guntur,ANDHRA PRADESH
9374,522341,Intur,Guntur,ANDHRA PRADESH
9375,522401,Medikonduru,Guntur,ANDHRA PRADESH
9376,522402,Pedakurapadu,Guntur,ANDHRA PRADESH
9377,522403,Sattenapalle,Guntur,ANDHRA PRADESH
9378,522408,Muppalla,Guntur,ANDHRA PRADESH
9379,522409,Atchampet,Guntur,ANDHRA PRADESH
9380,522410,Krosuru,Guntur,ANDHRA PRADESH
9381,522411,Bellamkonda,Guntur,ANDHRA PRADESH
9382,522412,Bollapalle,Guntur,ANDHRA PRADESH
9383,522413,Piduguralla,Guntur,ANDHRA PRADESH
9384,522414,Dachepalle,Guntur,ANDHRA PRADESH
9385,522415,Gurazalla,Guntur,ANDHRA PRADESH
9386,522421,Rentachintala,Guntur,ANDHRA PRADESH
9387,522426,Macherla,Guntur,ANDHRA PRADESH
9388,522435,Machavaram,Guntur,ANDHRA PRADESH
9389,522436,Pedakurapadu,Guntur,ANDHRA PRADESH
9390,522437,Piduguralla,Guntur,ANDHRA PRADESH
9391,522438,Medikonduru,Guntur,ANDHRA PRADESH
9392,522439,Macherla,Guntur,ANDHRA PRADESH
9393,522501,Guntur,Guntur,ANDHRA PRADESH
9394,522502,Guntur,Guntur,ANDHRA PRADESH
9395,522503,Mangalagiri,Guntur,ANDHRA PRADESH
9396,522508,Guntur,Guntur,ANDHRA PRADESH
9397,522509,Guntur,Guntur,ANDHRA PRADESH
9398,522510,Guntur,Guntur,ANDHRA PRADESH
9399,522529,Phirangipuram,Guntur,ANDHRA PRADESH
9400,522549,Nadendla,Guntur,ANDHRA PRADESH
9401,522601,Narasaraopet,Guntur,ANDHRA PRADESH
9402,522603,Narasaraopet,Guntur,ANDHRA PRADESH
9403,522611,Chilakaluripet,Guntur,ANDHRA PRADESH
9404,522612,Durgi,Guntur,ANDHRA PRADESH
9405,522613,Veldurthy,Guntur,ANDHRA PRADESH
9406,522614,Karempudi,Guntur,ANDHRA PRADESH
9407,522615,Nekarikallu,Guntur,ANDHRA PRADESH
9408,522616,Chilakaluripet,Guntur,ANDHRA PRADESH
9409,522617,Rompicherla,Guntur,ANDHRA PRADESH
9410,522619,Nadendla,Guntur,ANDHRA PRADESH
9411,522626,Chilakaluripet,Guntur,ANDHRA PRADESH
9412,522646,Savalyapuram,Guntur,ANDHRA PRADESH
9413,522647,Narasaraopet,Guntur,ANDHRA PRADESH
9414,522649,Narasaraopet,Guntur,ANDHRA PRADESH
9415,522657,Vinukonda,Guntur,ANDHRA PRADESH
9416,522658,Ipuru,Guntur,ANDHRA PRADESH
9417,522659,Nuzendla,Guntur,ANDHRA PRADESH
9418,522660,Nuzendla,Guntur,ANDHRA PRADESH
9419,522661,Ipuru,Guntur,ANDHRA PRADESH
9420,522663,Ipuru,Guntur,ANDHRA PRADESH
9421,523001,Ongole,Prakasam,ANDHRA PRADESH
9422,523002,Ongole,Prakasam,ANDHRA PRADESH
9423,523101,Kandukur,Prakasam,ANDHRA PRADESH
9424,523104,Kandukur,Prakasam,ANDHRA PRADESH
9425,523105,Kandukur,Prakasam,ANDHRA PRADESH
9426,523108,Kanigiri,Prakasam,ANDHRA PRADESH
9427,523109,Kandukur,Prakasam,ANDHRA PRADESH
9428,523110,Kanigiri,Prakasam,ANDHRA PRADESH
9429,523111,Kanigiri,Prakasam,ANDHRA PRADESH
9430,523112,Kanigiri,Prakasam,ANDHRA PRADESH
9431,523113,Kandukur,Prakasam,ANDHRA PRADESH
9432,523114,Kandukur,Prakasam,ANDHRA PRADESH
9433,523115,Kandukur,Prakasam,ANDHRA PRADESH
9434,523116,Kandukur,Prakasam,ANDHRA PRADESH
9435,523117,Kanigiri,Prakasam,ANDHRA PRADESH
9436,523135,Chirala,Prakasam,ANDHRA PRADESH
9437,523155,Chirala,Prakasam,ANDHRA PRADESH
9438,523156,Chirala,Prakasam,ANDHRA PRADESH
9439,523157,Chiral,Prakasam,ANDHRA PRADESH
9440,523165,Chirala,Prakasam,ANDHRA PRADESH
9441,523166,Chirala,Prakasam,ANDHRA PRADESH
9442,523167,Chirala,Prakasam,ANDHRA PRADESH
9443,523168,Chirala,Prakasam,ANDHRA PRADESH
9444,523169,Chiral,Prakasam,ANDHRA PRADESH
9445,523170,Chirala,Prakasam,ANDHRA PRADESH
9446,523171,Chirala,Prakasam,ANDHRA PRADESH
9447,523180,Ongole,Prakasam,ANDHRA PRADESH
9448,523181,Chirala,Prakasam,ANDHRA PRADESH
9449,523182,Kotha Patnam,Prakasam,ANDHRA PRADESH
9450,523183,Ongole,Prakasam,ANDHRA PRADESH
9451,523184,Chirala,Prakasam,ANDHRA PRADESH
9452,523185,Chirala,Prakasam,ANDHRA PRADESH
9453,523186,Ongole,Prakasam,ANDHRA PRADESH
9454,523187,Chirala,Prakasam,ANDHRA PRADESH
9455,523190,Chirala,Prakasam,ANDHRA PRADESH
9456,523201,Addanki,Prakasam,ANDHRA PRADESH
9457,523211,Ongole,Prakasam,ANDHRA PRADESH
9458,523212,Ongole,Prakasam,ANDHRA PRADESH
9459,523213,Ongole,Prakasam,ANDHRA PRADESH
9460,523214,Chirala,Prakasam,ANDHRA PRADESH
9461,523223,Kanigiri,Prakasam,ANDHRA PRADESH
9462,523224,Kanigiri,Prakasam,ANDHRA PRADESH
9463,523225,Ongole,Prakasam,ANDHRA PRADESH
9464,523226,Ongole,Prakasam,ANDHRA PRADESH
9465,523227,Kanigiri,Prakasam,ANDHRA PRADESH
9466,523228,Kanigiri,Prakasam,ANDHRA PRADESH
9467,523230,Kanigiri,Prakasam,ANDHRA PRADESH
9468,523240,Kanigiri,Prakasam,ANDHRA PRADESH
9469,523241,Kanigiri,Prakasam,ANDHRA PRADESH
9470,523245,Kanigiri,Prakasam,ANDHRA PRADESH
9471,523246,Kanigiri,Prakasam,ANDHRA PRADESH
9472,523247,Kanigiri,Prakasam,ANDHRA PRADESH
9473,523252,Kanigiri,Prakasam,ANDHRA PRADESH
9474,523253,Kanigiri,Prakasam,ANDHRA PRADESH
9475,523254,Kanigiri,Prakasam,ANDHRA PRADESH
9476,523260,Ongole,Prakasam,ANDHRA PRADESH
9477,523261,Ongole,Prakasam,ANDHRA PRADESH
9478,523262,Ongole,Prakasam,ANDHRA PRADESH
9479,523263,Ongole,Prakasam,ANDHRA PRADESH
9480,523264,Ongole,Prakasam,ANDHRA PRADESH
9481,523265,Kanigiri,Prakasam,ANDHRA PRADESH
9482,523270,Kandukur,Prakasam,ANDHRA PRADESH
9483,523271,Kandukur,Prakasam,ANDHRA PRADESH
9484,523272,N/A,Prakasam,ANDHRA PRADESH
9485,523273,Kandukur,Prakasam,ANDHRA PRADESH
9486,523274,Kandukur,Prakasam,ANDHRA PRADESH
9487,523279,Kandukur,Prakasam,ANDHRA PRADESH
9488,523280,Ongole,Prakasam,ANDHRA PRADESH
9489,523281,Kandukur,Prakasam,ANDHRA PRADESH
9490,523286,Ongole,Prakasam,ANDHRA PRADESH
9491,523291,Kandukur,Prakasam,ANDHRA PRADESH
9492,523292,Kandukur,Prakasam,ANDHRA PRADESH
9493,523301,Ongole,Prakasam,ANDHRA PRADESH
9494,523302,Ongole,Prakasam,ANDHRA PRADESH
9495,523303,Ongole,Prakasam,ANDHRA PRADESH
9496,523304,Kanigiri,Prakasam,ANDHRA PRADESH
9497,523305,Donakonda,Prakasam,ANDHRA PRADESH
9498,523315,Markapur,Prakasam,ANDHRA PRADESH
9499,523316,Markapur,Prakasam,ANDHRA PRADESH
9500,523320,Markapur,Prakasam,ANDHRA PRADESH
9501,523326,Markapur,Prakasam,ANDHRA PRADESH
9502,523327,Markapur,Prakasam,ANDHRA PRADESH
9503,523328,Markapur,Prakasam,ANDHRA PRADESH
9504,523329,Markapur,Prakasam,ANDHRA PRADESH
9505,523330,Markapur,Prakasam,ANDHRA PRADESH
9506,523331,Dornala,Prakasam,ANDHRA PRADESH
9507,523332,Markapur,Prakasam,ANDHRA PRADESH
9508,523333,Cumbum,Prakasam,ANDHRA PRADESH
9509,523334,Bestawaripeta,Prakasam,ANDHRA PRADESH
9510,523335,Ardhaveedu,Prakasam,ANDHRA PRADESH
9511,523336,Cumbum,Prakasam,ANDHRA PRADESH
9512,523346,Bestawaripeta,Prakasam,ANDHRA PRADESH
9513,523356,Giddalur,Prakasam,ANDHRA PRADESH
9514,523357,Giddalur,Prakasam,ANDHRA PRADESH
9515,523367,Giddalur,Prakasam,ANDHRA PRADESH
9516,523368,Giddalur,Prakasam,ANDHRA PRADESH
9517,523369,Giddalur,Prakasam,ANDHRA PRADESH
9518,523370,Cumbum,Prakasam,ANDHRA PRADESH
9519,523371,Markapur,Prakasam,ANDHRA PRADESH
9520,523372,Cumbum,Prakasam,ANDHRA PRADESH
9521,523373,Giddalur,Prakasam,ANDHRA PRADESH
9522,524001,Nellore,Nellore,ANDHRA PRADESH
9523,524002,Nellore,Nellore,ANDHRA PRADESH
9524,524003,Nellore,Nellore,ANDHRA PRADESH
9525,524004,Nellore,Nellore,ANDHRA PRADESH
9526,524005,Nellore,Nellore,ANDHRA PRADESH
9527,524101,Gudur,Nellore,ANDHRA PRADESH
9528,524121,Doravarisatram,Nellore,ANDHRA PRADESH
9529,524123,Doravarisatram,Nellore,ANDHRA PRADESH
9530,524124,Sullurpeta,Nellore,ANDHRA PRADESH
9531,524126,Doravarisatram,Nellore,ANDHRA PRADESH
9532,524127,Chittamur,Nellore,ANDHRA PRADESH
9533,524129,Pellakur,Nellore,ANDHRA PRADESH
9534,524131,Gudur,Nellore,ANDHRA PRADESH
9535,524132,Venkatagiri,Nellore,ANDHRA PRADESH
9536,524134,Dakkili,Nellore,ANDHRA PRADESH
9537,524137,Kovur,Nellore,ANDHRA PRADESH
9538,524142,Bitragunta,Nellore,ANDHRA PRADESH
9539,524152,Damavaram,Nellore,ANDHRA PRADESH
9540,524201,Kavali,Nellore,ANDHRA PRADESH
9541,524203,Anemadugu,Nellore,ANDHRA PRADESH
9542,524221,Chakalakonda,Nellore,ANDHRA PRADESH
9543,524222,Duthalur,Nellore,ANDHRA PRADESH
9544,524223,Jaladanki,Nellore,ANDHRA PRADESH
9545,524224,Kaligiri,Nellore,ANDHRA PRADESH
9546,524225,Siddanakonduru,Nellore,ANDHRA PRADESH
9547,524226,Udayagiri,Nellore,ANDHRA PRADESH
9548,524227,Varikuntapadu,Nellore,ANDHRA PRADESH
9549,524228,Vinjamoor,Nellore,ANDHRA PRADESH
9550,524230,Nandipadu,Nellore,ANDHRA PRADESH
9551,524234,Gumparlapadu,Nellore,ANDHRA PRADESH
9552,524236,Gandipalem,Nellore,ANDHRA PRADESH
9553,524239,Kavali,Nellore,ANDHRA PRADESH
9554,524240,Dagadarthi,Nellore,ANDHRA PRADESH
9555,524301,Atmakur(nl),Nellore,ANDHRA PRADESH
9556,524302,Ananatasagaram,Nellore,ANDHRA PRADESH
9557,524303,Atmakur(nl),Nellore,ANDHRA PRADESH
9558,524304,A.s.peta,Nellore,ANDHRA PRADESH
9559,524305,Buchireddipalem Mandalam,Nellore,ANDHRA PRADESH
9560,524306,Buchireddypalem Mandalam,Nellore,ANDHRA PRADESH
9561,524307,Atmakur(nl),Nellore,ANDHRA PRADESH
9562,524308,Atmakur(nl),Nellore,ANDHRA PRADESH
9563,524309,Podalakur,Nellore,ANDHRA PRADESH
9564,524310,Seetaramapuram,Nellore,ANDHRA PRADESH
9565,524311,Nellore,Nellore,ANDHRA PRADESH
9566,524312,Marripadu,Nellore,ANDHRA PRADESH
9567,524313,Indukurpeta Mandalam,Nellore,ANDHRA PRADESH
9568,524314,Indukurpeta,Nellore,ANDHRA PRADESH
9569,524315,Allur,Nellore,ANDHRA PRADESH
9570,524316,Kodavalur,Nellore,ANDHRA PRADESH
9571,524317,Gandavaram,Nellore,ANDHRA PRADESH
9572,524318,Kodavalur Mandalam,Nellore,ANDHRA PRADESH
9573,524320,Venkatachala Satram,Nellore,ANDHRA PRADESH
9574,524321,Survepalli,Nellore,ANDHRA PRADESH
9575,524322,Atmakur,Nellore,ANDHRA PRADESH
9576,524323,Venkatachalam,Nellore,ANDHRA PRADESH
9577,524341,Chejerla,Nellore,ANDHRA PRADESH
9578,524342,Kaluvoya,Nellore,ANDHRA PRADESH
9579,524343,Kaluvoya,Nellore,ANDHRA PRADESH
9580,524344,Muthukur,Nellore,ANDHRA PRADESH
9581,524345,Podalakur,Nellore,ANDHRA PRADESH
9582,524346,Brahmadevam,Nellore,ANDHRA PRADESH
9583,524366,Northrajupalem Mandalam,Nellore,ANDHRA PRADESH
9584,524401,Tada,Nellore,ANDHRA PRADESH
9585,524402,Vojili,Nellore,ANDHRA PRADESH
9586,524403,Chittamur,Nellore,ANDHRA PRADESH
9587,524404,Balayapalli,Nellore,ANDHRA PRADESH
9588,524405,Manubolu,Nellore,ANDHRA PRADESH
9589,524406,Gudur,Nellore,ANDHRA PRADESH
9590,524407,Sydapuram,Nellore,ANDHRA PRADESH
9591,524408,Rapur,Nellore,ANDHRA PRADESH
9592,524409,Gudur,Nellore,ANDHRA PRADESH
9593,524410,Gudur,Nellore,ANDHRA PRADESH
9594,524411,Kota,Nellore,ANDHRA PRADESH
9595,524412,Chillakur,Nellore,ANDHRA PRADESH
9596,524413,Vakadu,Nellore,ANDHRA PRADESH
9597,524414,Rapur,Nellore,ANDHRA PRADESH
9598,524415,Vakadu,Nellore,ANDHRA PRADESH
9599,524421,Naidupeta,Nellore,ANDHRA PRADESH
9600,530001,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9601,530002,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9602,530003,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9603,530004,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9604,530005,Pedagantyada,Visakhapatnam,ANDHRA PRADESH
9605,530007,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9606,530008,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9607,530009,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9608,530011,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9609,530012,Pedagantyada,Visakhapatnam,ANDHRA PRADESH
9610,530013,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9611,530014,Pedagantyada,Visakhapatnam,ANDHRA PRADESH
9612,530015,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9613,530016,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9614,530017,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9615,530018,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9616,530020,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9617,530022,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9618,530024,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9619,530026,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9620,530027,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9621,530028,Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH
9622,530029,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9623,530031,Pedagantyada,Visakhapatnam,ANDHRA PRADESH
9624,530032,Pedagantyada,Visakhapatnam,ANDHRA PRADESH
9625,530035,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
9626,530040,Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH
9627,530041,Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH
9628,530043,Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH
9629,530044,Pedagantyada,Visakhapatnam,ANDHRA PRADESH
9630,530045,Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH
9631,530046,Pedagantyada,Visakhapatnam,ANDHRA PRADESH
9632,530047,Pendurthi,Visakhapatnam,ANDHRA PRADESH
9633,530048,Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH
9634,530049,Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH
9635,530051,Pendurthi,Visakhapatnam,ANDHRA PRADESH
9636,530052,Anandapuram,Visakhapatnam,ANDHRA PRADESH
9637,530053,Gajuwaka,Visakhapatnam,ANDHRA PRADESH
9638,531001,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9639,531002,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9640,531011,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9641,531019,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9642,531020,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9643,531021,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9644,531022,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9645,531023,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9646,531024,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9647,531025,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9648,531026,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9649,531027,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9650,531028,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9651,531029,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9652,531030,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9653,531031,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9654,531032,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9655,531033,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9656,531034,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9657,531035,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9658,531036,Cheedikada,Visakhapatnam,ANDHRA PRADESH
9659,531040,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9660,531055,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9661,531060,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9662,531061,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9663,531075,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9664,531077,Chodavaram,Visakhapatnam,ANDHRA PRADESH
9665,531081,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9666,531082,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9667,531083,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9668,531084,Golugonda,Visakhapatnam,ANDHRA PRADESH
9669,531085,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9670,531087,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9671,531105,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9672,531111,Chintapalle,Visakhapatnam,ANDHRA PRADESH
9673,531113,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9674,531114,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9675,531115,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9676,531116,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9677,531117,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9678,531118,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9679,531126,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9680,531127,Anakapalle,Visakhapatnam,ANDHRA PRADESH
9681,531133,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
9682,531149,Araku,Visakhapatnam,ANDHRA PRADESH
9683,531151,Araku Valley,Visakhapatnam,ANDHRA PRADESH
9684,531162,Bheemunipatnam,Visakhapatnam,ANDHRA PRADESH
9685,531163,Bheemunipatnam,Visakhapatnam,ANDHRA PRADESH
9686,531173,Pendurthi,Visakhapatnam,ANDHRA PRADESH
9687,531219,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH
9688,532001,Srikakulam,Srikakulam,ANDHRA PRADESH
9689,532005,Etcherla,Srikakulam,ANDHRA PRADESH
9690,532122,Regidi Amadalavalasa,Srikakulam,ANDHRA PRADESH
9691,532123,Regidi Mandal,Srikakulam,ANDHRA PRADESH
9692,532127,Merakamudidam,Vizianagaram,ANDHRA PRADESH
9693,532148,Ganguvada Sigadam Mandal,Srikakulam,ANDHRA PRADESH
9694,532168,G.sigadam Mandal,Srikakulam,ANDHRA PRADESH
9695,532185,Amadalavalasa,Srikakulam,ANDHRA PRADESH
9696,532186,Amadalavalasa,Srikakulam,ANDHRA PRADESH
9697,532190,Sarubujjili,Srikakulam,ANDHRA PRADESH
9698,532195,Jalumuru,Srikakulam,ANDHRA PRADESH
9699,532201,Tekkali,Srikakulam,ANDHRA PRADESH
9700,532203,Kotabommali Mandal,Srikakulam,ANDHRA PRADESH
9701,532211,Santabommali Mandal,Srikakulam,ANDHRA PRADESH
9702,532212,Nandigam Mandal,Srikakulam,ANDHRA PRADESH
9703,532213,Pathapatnam,Srikakulam,ANDHRA PRADESH
9704,532214,Hiramandalam Mandal,Srikakulam,ANDHRA PRADESH
9705,532215,Meliaputti Mandal,Srikakulam,ANDHRA PRADESH
9706,532216,Meliaputti Mandal,Srikakulam,ANDHRA PRADESH
9707,532218,Nandigam Mandal,Srikakulam,ANDHRA PRADESH
9708,532219,Vajrapukotturu Mandal,Srikakulam,ANDHRA PRADESH
9709,532220,Nandigam Mandal,Srikakulam,ANDHRA PRADESH
9710,532221,Meliaputti,Srikakulam,ANDHRA PRADESH
9711,532222,Palasa,Srikakulam,ANDHRA PRADESH
9712,532242,Mandasa,Srikakulam,ANDHRA PRADESH
9713,532243,Mandasa,Srikakulam,ANDHRA PRADESH
9714,532263,Sompeta Mandal,Srikakulam,ANDHRA PRADESH
9715,532264,Mandasa Mandal,Srikakulam,ANDHRA PRADESH
9716,532284,Kanchili Mandal,Srikakulam,ANDHRA PRADESH
9717,532290,Kanchili Mandal,Srikakulam,ANDHRA PRADESH
9718,532291,Kanchili Mandal,Srikakulam,ANDHRA PRADESH
9719,532292,Kanchili Mandal,Srikakulam,ANDHRA PRADESH
9720,532312,Ichchapuram,Srikakulam,ANDHRA PRADESH
9721,532322,Kaviti Mandal,Srikakulam,ANDHRA PRADESH
9722,532401,Gara Mandal,Srikakulam,ANDHRA PRADESH
9723,532402,Etcherla Mandal,Srikakulam,ANDHRA PRADESH
9724,532403,Etcherla,Srikakulam,ANDHRA PRADESH
9725,532404,Gara,Srikakulam,ANDHRA PRADESH
9726,532405,Gara,Srikakulam,ANDHRA PRADESH
9727,532406,Gara,Srikakulam,ANDHRA PRADESH
9728,532407,Cheepurupalle,Vizianagaram,ANDHRA PRADESH
9729,532408,Etcherla,Srikakulam,ANDHRA PRADESH
9730,532409,Ranastalam,Srikakulam,ANDHRA PRADESH
9731,532410,Etcherla,Srikakulam,ANDHRA PRADESH
9732,532421,Narasannapeta,Srikakulam,ANDHRA PRADESH
9733,532425,Jalumuru Mandal,Srikakulam,ANDHRA PRADESH
9734,532426,Saravakota Mandal,Srikakulam,ANDHRA PRADESH
9735,532427,Jalumuru,Srikakulam,ANDHRA PRADESH
9736,532428,Hiramandalam Mandal,Srikakulam,ANDHRA PRADESH
